Source.Name,Statement,Output
tamil,Jhonvi kapoora nadikka vachurukkalammiss you jhonvi,Mixedfeelings
tamil,Oh my goddd thalaivaaaaaa theriiiii masssssssss,Positive
tamil,thala said THERIKAVIDALAAMA but THALAPATHY did,Positive
tamil,Paaka dhana porom indha kaaliyoda aatatha,Negative
tamil,       ,unknownstate
tamil,      ,Positive
tamil,Engu vanthavar pala evarkum samam illa enga THALA,Positive
tamil,Petta  56K dislikes Viswasm  180K dislikes,unknownstate
tamil,1 week gone still 11million views only,Positive
tamil,Asuran movie satupala adichum ivanuga thirdhala,Mixedfeelings
tamil,Super surya bro I love tamil nadu,Positive
tamil,dislike potavanlam Setthuru summava Bigil team late release ku paechu vaarthai nadathinaanga Trailer therkidhu Sure shot saravedi,Negative
tamil,Ipadi padicha pasangalam venam nu othingi othingi than intha naadey nasama pochi,Negative
tamil,Tamil cinema vera level ah poitu iruku,Positive
tamil,anikunjuvijay movie oru naal rendu naala theatre la iruthu eduthuruvanuga conform intha movie release aana,unknownstate
tamil,     ,Positive
tamil,Thala ajith nerkonda paarvai awesome verra level,Positive
tamil,Vetrimaran vazhthukkal arumayana film my tamil industry vera level poitu eruku,Positive
tamil,ithu tamil nadu illa ithu enga thala nadu,Positive
tamil,Therinja ethiriya vida theriyatha edhiriku than allu athigama irukanum             12M views  THALAPTHY SWAG,Mixedfeelings
tamil,GVP Again Proved 3  Best Wishes Dhanush Sir And Versatile Dir VetriMaaran Sir,Positive
tamil,                                                                           ,unknownstate
tamil,Trailer tharumarucongrats myskinudhay sir Padam kandippa hit adikumnu nenaikaravanga Hit LIKE,Positive
tamil,Natural vijay sethupathi fans like here,unknownstate
tamil,Ithu enna pei padathavida mosama irukuithallam peinga partha marupadiyum payathula sucide pannikum polaye,Negative
tamil,Surya Rasigai ipavum EpavumSuper TrailarLuv u Surya Sir,Positive
tamil,Thalaaaaaaaaa love you thalaaaaa Dharisanam kedachachiiii,Mixedfeelings
tamil,9700 likes in Bangalore parappana agrahara jail,unknownstate
tamil,Trailer semaiya iruku but mariyan movieoda one line eduthu panna maathiri iruku,Mixedfeelings
tamil,Thalapathi fan but vijaysethupathi romba pudikkum,Positive
tamil,after kgf chapter 1  like here,Positive
tamil,Yaaradh madangowri maadhiri oruthar vandh poraar,unknownstate
tamil,Oh my kadavule Iron man padathula nadichurukaruvjs,Positive
tamil,Thala Always  No 1 ,Positive
tamil,GV Prakash Vera level verithanam phaaa,Positive
tamil,Vera lvl sema sema sema marana waiting,Positive
tamil,Trailer e eppidinna movie appidi therikkuthunnu parunkavan,Negative
tamil,Ithulaye ipdi irukke 3D la epdi irukkum just think guys,Negative
tamil,Thalaivaaaaaaaaaaaaaaaaaaaaaa I love u Thalaivaaaaaaaaaaaaaaaaaaaaaa Ummmmmmmmaaaaaa,Negative
tamil,STR  Vijay Sethupathi Fans Like adraaa,unknownstate
tamil,   friend  ,unknownstate
tamil,Yana allaku thala so sweet kandipa mass panrom,Positive
tamil,Any thala fans here means like panuga pakala  because I am thala fan,Positive
tamil,       ,Positive
tamil,017 Coca Cola va avoid pannirukalam Good trailer,Mixedfeelings
tamil,Trailer  pakkupothellam pullarikkuthu sema Maas thala brilliant,Positive
tamil,As a Vijay fan manasu vittu Ajith sir ah paaraturen Hats off sir Difference between Ajith and Vijay fans Vijay fans endha Ajith teaser trailer la asingama thitti comment panna maatanga But neraiya Ajith fans Vijay sir movie teaser la purpose ah dislike pannitu Vijay ah asingama thittitu povanga,Mixedfeelings
tamil,                         ,Positive
tamil,GO GO GADGET HELICOPTER MACHINE GUNS,Negative
tamil,matha fans ah vida Thalapathy fans ku dhaa gethuuuuuu adhigamaaaaa irukanumm,Positive
tamil,Bigil vfx vide ithu nalathan irukku,Positive
tamil,tabu ethumu puthu padam nadikuranga,unknownstate
tamil,Suriya kerala fans like adiche,unknownstate
tamil,        ,Mixedfeelings
tamil,    ,unknownstate
tamil,20 SUCKS    petta MASSSSSSSS,Mixedfeelings
tamil,Please kaappaanla nadipin nayagan suriya nu podunga,unknownstate
tamil,Mokka da samii old dialogue same story  like vellaikaran,Mixedfeelings
tamil,Exallent superb vijay kumar josep kurevil,Positive
tamil,Enada endha teaser opening nala irukku finishing sari illayae,Negative
tamil,Iam a surya fan trailer semma ya irukku All tha best,Positive
tamil,Surya anna lalettan vera level,Positive
tamil,Sari intha padam Enna sathi pathiperumaiya sollithu sollunga da   Enakku puriyala,Positive
tamil,Vijay WON NO RECORD BROKEN BY 20 TRAILER,Negative
tamil,Varalam Varalam Vaaa Bhairavvaaaa Pinriye Thalaivaa   Summa Mersalayite  Anna Intha Pongal um sari Diwali um Sari Engaluthutha,Positive
tamil,Dislyks podrathu ellam nadaga kumbalkaara naaigal,Negative
tamil,Apo Thalaivan Dan villain uu 1 vs 3Thalaivan edhire moondru perumyaar jeypa,unknownstate
tamil,Super Super Super Thalaiva nega vasool matum ella Tamilnadu ku Mannanthaaa Semma treat for Dewali THALAPATHY DAWWWWWWWWW,Positive
tamil,                     ,Mixedfeelings
tamil,making so stylishVera level aniiiiiiii,Positive
tamil,Indha jadhi ponelam kalyanam panakudadhunu soldradhu thappuaana indha jadhi ponadhan kalyanam pananum soldradha adhavida mega periya thavaruenai pol sadhiyai verupavanipadathaiyum adarikureananal jadhiyin adipadai illamanidhan sila echaigal seiran avanai edhirthu samaniyanin kural irukupadam vetri pera valthukal,Mixedfeelings
tamil,Dei Adhu 90s kidskey Peruma da podra podra podra,unknownstate
tamil,super power anna full mass Bairavaa superrrrr,Positive
tamil,        ,Positive
tamil,Entha padam ooduma  Vj fans adhu nadakkadhu nadakkavumkudaadhu,Negative
tamil,We want this movie in telugu,unknownstate
tamil,Hindi PINK ku viswaasama irukra fans enga NERKONDA PAARVAI ya asinga paduthaadheenga,Positive
tamil,               ,Positive
tamil,Super super super super super super super Vikram variyan da,Positive
tamil,Dei director  oru kutty ponna poi matter la pesavachi apdi enna comedy da kekuthu ,Positive
tamil,deepavaliku teasera therikuthupongaluku tamil nadey ponga poguthuuuuuu,Positive
tamil,GO HEAD 5MIN  64K  CONFIRN TMRW TRENDING,unknownstate
tamil,All D Very Best frm PAWANKALYAN Fans,Positive
tamil,Was ist mit den verdammten YouTube Trends los ,Mixedfeelings
tamil,Anjali atulya orae Mari irukanganu tonutu,Positive
tamil,691k reached aaana namba mission innum mudilla15m likes varanum,Positive
tamil,semma trailer expectations overloaded                  ,Positive
tamil,Kartik film very super From telangana,Positive
tamil,vera level ippa pesungada mokka nu thalaivaaaaaa,Positive
tamil,Ennaya ithu ellam ellam saathi peraium pottu irukenga semmaya nalla varuvenga,Mixedfeelings
tamil,Endha Kajal aggarwal edhuku naduvula sammandhame illama vandhuttu pogudhu,Mixedfeelings
tamil,                                     DHIVA,Negative
tamil,Onayum  Attukuttiyum movie fans      like here,Positive
tamil,Ithupola niraya padam vanthatha ponungala ipaditha irukanunu therinjipanga,Positive
tamil,Aiiiii Black Sheep Ayaz   kutty munji  semme   valthukal,Positive
tamil,Enna Da visvasam bgm la varthu,Negative
tamil,Video quality 1080 la vechu parunga Vera level,Mixedfeelings
tamil,       comment section         ,Mixedfeelings
tamil,Wth did I watch 057 ennada panni vachirukinga Intha kandraviyellam paaka venamnu tha antha amma poi sernthruchu pola,unknownstate
tamil,                          ,Negative
tamil,Super star  Marana mass,Positive
tamil,Semma mass ahh iruku padatha release pannunga pa Wait panna mutiyaala,Positive
tamil,After watching Sirikki songny one here,Positive
tamil,Thalaivaa nee mattum araciyalkku poogama padam mattum natichittu irunthaa poothumathukku aprem paaru thalaivaa marupatium nee thaa NO1,Positive
tamil,Ending Bgm varithanam  yuvan Bgmking,Positive
tamil,                    ,Mixedfeelings
tamil,mass kethu kalakal super thul   Thalapathi da,Positive
tamil,                        ,Negative
tamil,Itha naa edo short flim la paturukenea,Negative
tamil,Trailer la mass ah dha iruku Ana BGM ketta dha engeyo Iman music la ketta Mari iruku,Mixedfeelings
tamil,Marana waiting Surya Anna mass Yuvan Shankar Raja BGM Vera levelmasss,Positive
tamil,Ranga Raj panday sir action super,Positive
tamil,Mass therika vitrukaru  Mass combo surya selva yuvan,Positive
tamil,Im surya fan bt en support eppayum thalaiku undu,Positive
tamil,Vedio pakradhuku munnadiye oru like potuten,Positive
tamil,Vera Level Trailler     Hit Like For Trailler,Positive
tamil,Jeeva ku trailers mattum release aguthu,Negative
tamil,Intha 2020 la intha jaathi pathi padam avasiyama athaium thaandi intha jaathi sarba vazhthukal nu comment panirukiga jaathi pathi pesurathu megavum mosamanathu,unknownstate
tamil,Kolla gandla irukken  mavanne kollama vidamatten,Positive
tamil,SEMA AADHI NA  Podra Podra 90kids kae Perumai  Epic,Positive
tamil,This reminds me irumbukottai murattu singam,Positive
tamil,Padam Verra 11 La Irukum   Ipavae Theriuthu,Positive
tamil,Varungalam nammai potrumada Semma super mass thala,Positive
tamil,     ,Positive
tamil,         ,Mixedfeelings
tamil,   update   jio       ,Negative
tamil,mass dialogue Mass teaser surya veriyan singam singam duraisingam seerum engumvada vada vada mass dialogue na paathathalam thingara onaai illa pasicha mattum vettaiyadra singam kola pasila irukan ethu kedaichalum vettaiyadra verila irukanethurula evan vanthalum eari methichittu poite irupan singam da,Mixedfeelings
tamil,41K dislikes What the fuck Vijay fans unga hero padam teaser varumbodhu paarunga da xD,Mixedfeelings
tamil,Epa trailer varum dislike podalanu wait pannuranga mana kettavanga chi epavum naga mass thana,Negative
tamil,Morning endhirichadhum teaser paka vandhavanga laaam likee ah poduuuu  Kaappaan teaser vera level  2019 naanga dhaan da,unknownstate
tamil,Thala i lv u semma masss,Positive
tamil,Emppa Ajith fans vonga kadama unarchikku oru alve illaya Naanga likes podrathukku mulikkiromo illayo neenga Unlike panrathukku mulichirukeengalae,Negative
tamil,Kerala Rajini sir fans waiting 20,Positive
tamil,Myssikn  Ilayaraja music mirattal,Positive
tamil,Twitter pathutu nera inga vanthavangala like my comment,Positive
tamil,lot of scenes similar to tamil film  irumpu kottai murattu singam,Positive
tamil,Ooruthar maael irruka visvasatha katta innooruthara aann avamanapaduthanum ,Mixedfeelings
tamil,Teaser aa vida trailer konjam mokka dha,Negative
tamil,tsk teaser ha vechu buy rava teaser ha adikanum,Mixedfeelings
tamil,kamalagasanukku aduthu marana mass surya dha,Positive
tamil,Thumb nail irukura suriya Voda getup bairavaa movie la papaa song Vijay dress la ,unknownstate
tamil,Thala and u1 combo always mass,Positive
tamil,Pa sema masssssssssss love u thalaiva,Mixedfeelings
tamil,A selvaraghavan film idhu irudha vera enna venum,Positive
tamil,Enna Orea music ah iruku,Positive
tamil,Wtf Epudi da views Vida likes adigama iruku,unknownstate
tamil,V A L I M A I,Positive
tamil,Myskin unaku kona vaayan movan thaan kidachanaa,Negative
tamil,Veri etha vandhavanga inga oru like,unknownstate
tamil,Oruthar mele visvasam kattathukkake innoruthare yen asinga peduthirenge,Positive
tamil,Veri thanma ungala pakka evalo per parunga ajith annan,Positive
tamil,Thanush annavukku oru saluite great acting super,Positive
tamil,                 ,Mixedfeelings
tamil,Semma masso massu luv u thala,Positive
tamil,Intha trailera dislike pandrathukune vijay thevidiya payyan oru group vachirupan athunga than dislike pannitu irukuthunga otha wig mandayan fans,Negative
tamil,Hit like world wide Rajini Sir Fans,Positive
tamil,98K likes left speed up guys,unknownstate
tamil,vaa vaa thalaiva pinnadi peserevange paathi kavale padaame namme poikithey irekanum especially kujith fanshaha,Mixedfeelings
tamil,Dhanush vetri maaran  I think national avart film 2019 vetri maaran sir aadukalam part 2 venum,Positive
tamil,Kya Bola pata NHI laga but mst h,unknownstate
tamil,i love you thalaivaaaaaaaa welcome to 20,Positive
tamil,Thanksfor Siva team thala neeinga da marana mass,Positive
tamil,ellathukkum padam edukkuringaleh sir kudikkira appakalala avashttha padura pettha ponnunga avashttha paduratha ea oru padama edukka mattakkuringa,Negative
tamil,        ,Positive
tamil,Kaipulla Vijay Twitter la Trending la,Positive
tamil,Valthukal anna  vera leval,Positive
tamil,Goyyala namma thalaivarukku ennakume vayasu aagathudathalaivar thalaivar than da,Positive
tamil,Graphics sari illa nu solrathukune oru gang suthum parunga,Positive
tamil,Yaarelam Adichithoooku ku aprm inga vandhurukinga,Positive
tamil,        ,unknownstate
tamil,Keka beka Keke beka short flim eay copy adichuthu vekka ma illa chai,Negative
tamil,6 days to go va va thalaivaaaa,unknownstate
tamil,HIGHLY EXCITED WAITING FOR KARTHI SAM CS BGM,Positive
tamil,NGK MAY 31st Varrum Paar,Positive
tamil,                ,Positive
tamil,           ,Positive
tamil,haha  vanthutaru daww palaiya thalapathy athey mokka dialogue oda,Positive
tamil,Ippidi oru padathukakathan ajith sir 2 years wait pannirukar endaka perumaya iruku,Positive
tamil,Apo namma thalaium kalaikurom thalapathya um kalaikuromaaadhina gethhuthan ponga,Positive
tamil,Harris anna   always bgm king,Positive
tamil,         ,Positive
tamil,Dai Edhu than da thala Pua,Mixedfeelings
tamil,Overall superb especially 139 VS semma,unknownstate
tamil,trending 1 in singaporesuperstar maaaassmarannna maaasss,Positive
tamil,Thala awwsm n u1 bgm rocks,Positive
tamil,yadav     ,Positive
tamil,Maaveran j Guru iyya kittah pooja pannitu release pannugaaa,Positive
tamil,Im a STR fan  NGK that final cut BGM paaaa amma aatha nu eruku  Avlo verry varuthu  Vera level cult ,Positive
tamil,Harris Jeyaraj va thalaiva va thalaiva,Positive
tamil,That guyIppa namma enna panna porom ThalaivarSweet saapida porom Vera level,Positive
tamil,Mugamoodi part 2,Positive
tamil,                  ,Positive
tamil,            ,Positive
tamil,            ,Positive
tamil,Padam release avaruthukku munnadi 13 milion views varanum,Positive
tamil,          ,Positive
tamil,kadeisile Mani Ratnam kuda mass padam yedakka vechitengleda,Positive
tamil,old man better sleep at home puiiiiii,Negative
tamil,semma  mass lov u vijay,Positive
tamil,Thalaiva thalaiava thalaiva thalaiva thalaiva thalaiva thalaiava nadipin nayagan semma treiller,Positive
tamil,Bigg boss abirami I am waiting,Positive
tamil,Nadipin Nayagan Suriya diehard fans hit like button,unknownstate
tamil,Anjaathe  Prasanna Thuparivaalan  Vinay         And  Psycho  jitthan Ramesh      Myskinns villains,unknownstate
tamil,nanga wik vacha vijay rasikar ilada veala mudiyoda massah nadikra THALA RASIGAN DA,Mixedfeelings
tamil,views um likes um equalave poitirukku,Positive
tamil,Oru arasiyal padam trailer na eppadi errukkum sarkar kotte matiri irraka kudathu Anils arasiyal sappypathy padam da athu Michci and ginder koluthiya mothevi yaru vijaymaaa pundai thuLol intha sarkar all time ulter flop NGK will be blockbuster,Mixedfeelings
tamil,Thalivar vijay sethupathi fans hit like,Positive
tamil,Intha comment paakura yarachum enaku explain pannunga Yen ellarum avangaloda jaathi peru solli vaalthu solranga And intha padam jaathi sambanthapatta padama Na trailer three times pathen But ivanga comment pannirukurathukum intha trailer kum ena ottrumai nu en arivuku puriya matenguthu Konjam please yarachum explain pannunga Yarum thavara eduthuka venam Enaku concept puriyala athan keten  Ippadiku Priyamudan Ungal sagothari,Mixedfeelings
tamil,Neraya neraya neraya neraya Veri thanam  THALA WOW,Positive
tamil,Mohanlal intha padathile romba mass kaata poraaar,Positive
tamil,starting BGM it feels like VADA CHENNAI Movie,Negative
tamil,                                        ,Positive
tamil,      ,unknownstate
tamil,Kuruma group Pullingoo katharal araampam   Valthukkal from TN25,Positive
tamil,Simbu super Vijay sathupathi  nice,Positive
tamil,     ,Positive
tamil,Entha kaliyoda attatha pakka than Porinka Pongalukku,Positive
tamil,      ,unknownstate
tamil,STRINCCVTRAILER  CCVTrailer CCV   ,unknownstate
tamil,                                    ,Positive
tamil,48K likes left for 500K likes,unknownstate
tamil,Poradurathe thappuna poradura  soolnilai ah uruvakkunathum thappu thana mass dialogue anna,Positive
tamil,         ,Positive
tamil,Thala is rocking by Surya Anna fan,Positive
tamil,puthachalum puthalaya varuven da suitable for surya and Selvaraghavan Kaathirupom,Positive
tamil,Die Hard Surya fans Hit Like Button,unknownstate
tamil,Hip hop tamizha song pudichchavanga  like paga,unknownstate
tamil,1st day 1 show booked,Positive
tamil,Finally I saw my god thala ,Positive
tamil,Frndzzz video share panna venam link Matty share pannunga bro,Positive
tamil,Adiye Meera ni vikram vedhala Madhavan kuda nadichavathana athan un nilama ipdi,Positive
tamil,Mass dialogue Arasiyaluku varuvadhu urudhi idhu 1996 yaara emathura,unknownstate
tamil,Selvaragavan movei waiting Vera level  Surya mass hero marana waiting,unknownstate
tamil,Ending ultimate Dont delete on screen,Positive
tamil,Tamil la vera actress a kadaikilaya,unknownstate
tamil,Surya fans from ap Ngk rocks,unknownstate
tamil,Who wan anniyaan 2 like here,Positive
tamil,Super song mokka dance and video editing,unknownstate
tamil,       ,Positive
tamil,Comment neraiya panunga pangaligala target 150k comments comment more,Positive
tamil,Waiting Daaa Waiting daaa Waiting Daaaa  Adichi odada Cell phone ah Ks Ravi kumar Villan Ah Semaaa,Positive
tamil,Yenayea nadakuthu inga  Trailer  ke potha  yeruthu,unknownstate
tamil,idhu mari trailer tamil cinema varalatrileye idhan first,Positive
tamil,Love jeyam ravi nenga epaiyum mass than,Positive
tamil,Dislikes podura thevidiya kandara oooooooli pasangala,Negative
tamil,                    ,Positive
tamil,VijayFans Who are you Nee yaaru AjithFans Naan yaaru ennurudha eppavume naan mudivupanuruthilla En edhurula nigakaravanga thaan mudivupanuvanga Naan avangalluku naanbanah illa ethiriahnu,Mixedfeelings
tamil,karthik supuraj en sunniku samam da thalaiku mela mayeru thanda iukku athu than sotta rajini,Negative
tamil,Intha Movie La Aadhi Na Ku Serious Aana Moment La Sirippu Varun So Athan Mersal And Viswasam Scene La Sirikuraaru  Itha Koda Sila Thaayolinga Troll Panraanga  Degrade Panranga Nu Thookinu Varuvaanunga  Avanunga La Nambi Fans Yaarum Sanda Podathinga Please  Spread Love,unknownstate
tamil,           96                    96  2016                         ,Negative
tamil,Super ji super Lyca production love you,Positive
tamil,        ,Positive
tamil,2020 national  award for asuran pakka,Positive
tamil,                                ,Mixedfeelings
tamil,Ithu short film la vara scene la iruku,Positive
tamil,Youll see my rage  Awesome dialogue,Positive
tamil,             ,Positive
tamil,          ,Positive
tamil,Yan innum trending varla friends ,Mixedfeelings
tamil,       ,Positive
tamil,Kiran u miss Ann da super da ann mass,Positive
tamil,Semaaa  rajni ha ha ha kandipa 2020 arasiyal vanthuruvaru mmm,unknownstate
tamil,Antha paiyanugu payam illa pollathavan aruran,Positive
tamil,Kabali record break pani romba naal achu,Positive
tamil,           ,Mixedfeelings
tamil,       ,Positive
tamil,Sema 90s kids padam paathe aaganum,Positive
tamil,      ,Positive
tamil,Rajinikanth and romanci rip love,Negative
tamil,Athulya bittu padathulathana maximum nadippa ipo enna puthusa ,Positive
tamil,     ,unknownstate
tamil,Sila Ajith thevidiya fans vandhu kadharaga potta pasanga,Negative
tamil,Nadaga kadhalai nambi yemaradhey pennae Vaalkaiyai thulaikadhey,Positive
tamil,       thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,unknownstate
tamil,                                                                     ,Mixedfeelings
tamil,Serving soon nu solli rendu varusham achi 2 varushathukku munnadi thuki porathu anegama thuki pota idathula pullu molachi irukka parunga,Negative
tamil,Pandaa ku  puthu  life,Positive
tamil,          ,Positive
tamil,Sema mokka Joaquin Phoenix yenna thakkali thokka,unknownstate
tamil,Thalaivaa Mass  Thalaivaa Seeman Jatti poduvaana Ilaiyanu teriyalaiyeh ,Mixedfeelings
tamil,Nee enna periya vasool mannanaa Theriyala aptithaan solraanka  I am waitting thlaivaa,unknownstate
tamil,Mokka graphics Ippa wara video games koda nalla irruku,Negative
tamil,       ,Positive
tamil,144 raja raja cholan hologram  seemme semme,Positive
tamil,Best in best in all trailers,Positive
tamil,Kis Kis ko vfx bekar lage like thoko,Negative
tamil,As usual vijay movie Let see,Positive
tamil,Mass iruku eppo entha padam varum I love u vikram,Positive
tamil,Final touch uh mass da deai,Positive
tamil,      ,Positive
tamil,aiyo thala marana Mass enala control pana mudila,Positive
tamil,Endha timele yar yar trailer pathuttu erukinge,Positive
tamil,                                                 ,unknownstate
tamil,200   96  ,unknownstate
tamil,Warum ist sowas in den deutschen Trends,Positive
tamil,Super but Not like to see Hollywood level,Negative
tamil,tamilnada sudukada aakittu india va super power aaka poringa serupadi to every politicians,Negative
tamil,Thala tharisanam marana waiting in big screen,Positive
tamil,Phoenix Parava Maathiri Erikka Erikka Ezhunthu Varaan How Many People Watch This Diologue,Positive
tamil,Uppa thanya palaya thalavir partha thrpthi vanthu irukku  semaya irukku trailer petta pongal,Positive
tamil,Lastla ellam kannu kalanga vachutanga  broSema superr movieveraa levellkalacharatha maathra maari vara flimsa ellam thaandinaanga irkomnu nikra intha maari flim irkaanalathamanithaneyam mathavangluku theriyuthu,Positive
tamil,Ettante pilleru keri adiyeda like  Annan ishtam,unknownstate
tamil,Hi like if u like final touch ,unknownstate
tamil,                                       ,Positive
tamil,Hoi jolly Vera level daa yaru kita mass trailer paa  Vera level,unknownstate
tamil,yaenda unga cheap publicity ku enna vena pesuvingala rajini epo da 96 la arasiyaluku varraen nnu sonnaaru proof kaami da CntrlE,Negative
tamil,    Cutout  5   ,Positive
tamil,HitBigillike       Kaithidislilike,unknownstate
tamil,         ,Negative
tamil,2o vs Zero 2o  like  Zero  Comment,Positive
tamil,SUPER THALAIVA YOUR GREAT VERY VERY SUPER VETCHI NAMETHE,Positive
tamil,Allam ok super than but Trailer mokkaye,Negative
tamil,hmm aparam bairava tambi konja othingi neelu hahahaha s33varumpodhuvalilaneekalama,Mixedfeelings
tamil,Super star   Super film,Positive
tamil,Last dialogue kettuttu poi thooku Matti thongungada,Positive
tamil,Super star  na adhu rajini sir mattum tha vera yarunaalayum antha patta tha vanga muditadhu da,Positive
tamil,Yuvan bgm vera level awesome work,Positive
tamil,Awesome Shankar sir great work,Positive
tamil,Vera level nanpa Padam vetri adaiya vendukiren Sila koottathukku adi verthurukkum,unknownstate
tamil,This pongal is not only pongal Its marana mass pongal,Positive
tamil,I believe kangana going to blast this,Positive
tamil,Movie epo pa release panna poringa,Positive
tamil,U1 and Arujn  Fans Like,Mixedfeelings
tamil,                            ,Mixedfeelings
tamil,Semeeeeeeeeeeeeeee dialouges I love youuuuuuuuuu thalaivaaaaaaaaaaaaaaaaaaaaa,Positive
tamil,Maaaaaaaaaaaaaaaaaaaas thala unmaiyilae Vera level  Visuals are par extreme this gonna b true game,Positive
tamil,                ,Positive
tamil,         ,Positive
tamil,More than 10 time viewd members oru like,unknownstate
tamil,Thlaiavaa Thalaivaa Thaliava Thalaivaa Thalaivaa,Positive
tamil,Mass Thalaiva  Marana Waiting Ponggal  ,Positive
tamil,open challenge ninka vijay annava odunaa naanka Ajith annaava oduom,Mixedfeelings
tamil,      ,Positive
tamil,Nadippin Naayagan SURIYA  Selvaraghavan Combo May 31 NGK ,unknownstate
tamil,           Kollywood hollywood     ,Positive
tamil,I can see KamalHassan in Vikrams look,Positive
tamil,Nalaiki mrg 745 maniku single track release Pangaaligala adichu thookkalama,Positive
tamil,anyone after hearing varlam varlam va just like me  ,Positive
tamil,Hats off to Mohan                      ,Positive
tamil,Thalaivar summa thaaru mara irukaru 30years kami aana mari fresh nd fast intha Mari than pakkanum,Positive
tamil,Suryaaaaaaa    Mass  action  drama Pakkaaaaaaa blockbuster movie  Like for surya,Positive
tamil,Pwoliye Surya annan ki jai NGK NGK NGK,unknownstate
tamil,Padam diwali kku vantha sottaian odiduvaan,unknownstate
tamil,Ppaaa yenna style Thalaivar yeppavum mass intha time marana mass KS bro tq,Mixedfeelings
tamil,Ethula ethuku unlike Surya sir also masssssss,Positive
tamil,except last scene its a crap,Mixedfeelings
tamil,After Watching first Song Promo Gama Gama Gama Gama Samayal,Positive
tamil,kastta pattu nambbalukkaaga nadikkira nadigar naa ajith thaan,Positive
tamil,ENNADAAN TRENDING AAGAAM A SETTING PANNAALUM 295 M VIEWS AMAZING 40 HOURS SEMMA THALAIVAAAAAA  NAANGA ADIKUROME,Positive
tamil,naan  thala veriyandaa Thala patthi evanavathu thappa pasuninga sanga aruthiruven,Negative
tamil,movie vatri bara Thala racigar zarbaga vazzthugal,Positive
tamil,Surya mass katita ru Vera level,Positive
tamil,Makkale nadaga kadhal nadaga kadhalnu soldranga Na nerla pathruken    Panjayathu pesi amnt vangitu pechu varatha nadatharanga avanga sidela irunthu    Appothan theriyum nadaga kadhalna ennanu  Unmaya luv panna yen amnt vangitu vidanum,unknownstate
tamil,padippa mattum namma kitta irunthu eduthukka mudiyathu chithambaram,Positive
tamil,Ippo Bigboss vetukulla vikrama anupe asega paduthuvan kamal,Negative
tamil,sema superThalapathi anna i am waiting,Positive
tamil,Eeee  bigil trailer verithanam 19m like,Positive
tamil,        ,unknownstate
tamil,sonnalum puriyathu 24th wait panurathu evlo kastam nu,Negative
tamil,Dai anil kunjugala dislike panrathu sari next mersal varanuma illa venama,Positive
tamil,036 sec intha scene padathula iruka Mari ilaye,unknownstate
tamil,Jeeva Anna ungaluku kandipa intha padam oru come back movie ah irukum,Positive
tamil,Man semma simbu and Sethupathi Adhurs,Positive
tamil,Thalaivar oada intha vayasukum make up pottalum semmaya irukaraea Ipoo irukura actors ivaroda age Ku nadika mudiyuma,Mixedfeelings
tamil,Sotta pathiyin 63 Vadhu Padam Thiruttu Kadhai yaame ,Negative
tamil,Adei ultimate da padam confirm hit,Positive
tamil,Theme vera level irrku yuvan mass,Positive
tamil,Bigil super aa eruku na paathe kaithi ennu pakuno Bigil Nama imagine Panna Vida different aaa eruku,Negative
tamil,kerala suriya fans like  here,unknownstate
tamil,Ready 2 get Nxt Oscar Award Thalaivaaaaa,Positive
tamil,Otha dei August THALA padam nerkonda paarvai varuthu  August release pannenga soothadichi vituduvom unga padatha  Pongaluku petta ya soothadicha madri,Negative
tamil,Surya  kv anand combo,unknownstate
tamil,at 032 pause panni 5sec face ah partha gubeernu sirippu varuthu,Mixedfeelings
tamil,hiivijay sir spr semma massso handsome u look pattaiya kelaparinga,Positive
tamil,Vijay annnaa u r amazing hatsoff bhayyaaa,Positive
tamil,133             ,Positive
tamil,Vantha Raja va than varuven Raja va vantha Raja ku 100 thosthuSTR,unknownstate
tamil,Yarlam padam pathutu vandhu yaravathu   padampathutu vandhu trailer pathavaga likes pannuganu post pannirupaganu  paka vandhinga ,unknownstate
tamil,Dey athu da padam jathi illanu sonna allrum onnunu sonna asuran padama illa entha jathitha osanthathunu soldra entha throbathi padama naila yen da ipdi jathi Veri pudici savringa,unknownstate
tamil,115 views left  for 15 million,unknownstate
tamil,     ,Mixedfeelings
tamil,Chiyaan Vikram die hard fans like here,Positive
tamil,Yaaru Da Ivan seving Panna korangu mathiri irrukkan,Negative
tamil,Only for sk anna fans like here,unknownstate
tamil,               ,unknownstate
tamil,Vivegam padam criticise Ku kidaithaa vetri visvasam,Positive
tamil,Nagai mavadam vellala pillai Mar samuthayam sarpaka padam vetria adaiya  valthukka,Positive
tamil,tamil la nala film lam vara arambikuthu pola,unknownstate
tamil,Marana Witg  vetrimaran sir Fanz hit likes here,Positive
tamil,thala kalaku ungaluku naanga irukom waiting for ur movies,Positive
tamil,Etho etho onnu manasa ilukuthu inta trailarla love feeling vantha maathiri irucku manasukula,Positive
tamil,Santhanam comedy na okay Lead Hero na just workout aagala yaaru venumnalum nadikalam aana yaaru pakardhu Heheheee,Negative
tamil,Dhanush ishttam from kerala fans,Positive
tamil,Inn thanne 11m adikkum enn urappullavar like adi,unknownstate
tamil,                                     ,Mixedfeelings
tamil,super 1 38 sc seen TEMPLETEAM,Positive
tamil,Ye to Pink movie ki tarah lag rahi h,Positive
tamil,Anna Vera level la erukku sema,Positive
tamil,Thala I love u thala na romba pudikkum,Positive
